stamp_s,time_s,phase,source_event_name,source_event_count,source_event_stamp_s,target_speed_mps,target_accel_mps2,controller_speed_mps,controller_accel_mps2,controller_steering_rad,throttle_command,throttle_feedback,steering_command,steering_feedback,speed_mps,speed_rate_mps2,gt_speed_rate_mps2,ax_mps2,ay_mps2,az_mps2,imu_accel_norm_mps2,yaw_rate_radps,odom_yaw_rate_radps,imu_yaw_rate_radps,imu_yaw_rad,imu_stamp_s,odom_stamp_s,gt_odom_stamp_s,left_encoder_stamp_s,right_encoder_stamp_s,left_encoder_rad,right_encoder_rad,left_encoder_speed_radps,right_encoder_speed_radps,left_encoder_dt_s,right_encoder_dt_s,encoder_wheel_speed_mps,gt_slip_speed_mps,gt_slip_ratio,x_odom_m,y_odom_m,yaw_odom_rad,odom_raw_wheel_speed_mps,odom_corrected_wheel_speed_mps,odom_longitudinal_slip_ratio,odom_wheel_observation_confidence,odom_diagnostics_stamp_s,odom_diagnostics_speed_mps,odom_observer_version,odom_observer_source_stamp_s,odom_observer_dt_s,odom_observer_speed_pred_mps,odom_observer_body_u_mps,odom_observer_body_v_mps,odom_observer_ax_mps2,odom_observer_ay_mps2,odom_observer_yaw_rate_radps,odom_observer_wheel_update_used,odom_observer_turn_mode,odom_observer_reset_epoch,odom_observer_timing_degraded,odom_observer_packet_drop_count,odom_observer_packet_coherence_fault_count,odom_observer_x_m,odom_observer_y_m,odom_observer_yaw_rad,odom_observer_sensor_outlier,odom_observer_left_angle_rad,odom_observer_right_angle_rad,odom_observer_imu_yaw_rad,odom_observer_packet_wheel_speed_mps,odom_observer_wheel_burst_rejected,odom_observer_turn_speed_bias_mps,brake_encoder_stopped,brake_imu_stopped,brake_odom_stopped,brake_gt_stopped,brake_stop_confirmed,brake_stop_elapsed_s,speed_settled,speed_settle_rate_mps2,speed_settle_elapsed_s,gt_x_m,gt_y_m,gt_z_m,gt_yaw_rad,gt_vx_mps,gt_vy_mps,gt_vz_mps,gt_speed_mps,gt_ax_mps2,gt_ay_mps2,gt_accel_mps2,gt_longitudinal_accel_mps2,gt_dt_s,gt_yaw_rate_radps,gt_collision_count,gt_odom_x_m,gt_odom_y_m,gt_odom_z_m,gt_odom_yaw_rad,gt_ips_x_m,gt_ips_y_m,gt_ips_z_m,x_amcl_m,y_amcl_m,yaw_amcl_rad,amcl_xy_variance,amcl_yaw_variance,x_ekf_m,y_ekf_m,yaw_ekf_rad,ekf_xy_variance,ekf_yaw_variance,x_ekf_odom_m,y_ekf_odom_m,yaw_ekf_odom_rad,ekf_odom_xy_variance,ekf_odom_yaw_variance,ekf_odom_stamp_s,x_current_map_m,y_current_map_m,yaw_current_map_rad,current_map_xy_variance,current_map_yaw_variance,current_map_pose_stamp_s,pp_publish_stamp_s,pp_odom_event_stamp_s,pp_pose_x_m,pp_pose_y_m,pp_pose_yaw_rad,pp_velocity_mps,pp_yaw_rate_radps,pp_valid,pp_cross_track_error_m,pp_closest_distance_m,pp_heading_error_rad,pp_lookahead_distance_m,pp_closest_index,pp_target_index,pp_target_speed_mps,pp_raw_steering_rad,pp_command_steering_rad,pp_command_speed_mps,pp_target_x_m,pp_target_y_m,amcl_scan_stamp_s,amcl_scan_matched_odom_stamp_s,amcl_scan_source_error_ms,amcl_scan_accepted,amcl_scan_queued,amcl_scan_dropped,amcl_scan_bracket_before_stamp_s,amcl_scan_bracket_after_stamp_s,amcl_scan_processing_dropped,amcl_health_correction_age_s,amcl_health_correction_accepted,amcl_health_rejected_scans,amcl_health_degraded,amcl_health_xy_variance,amcl_health_yaw_variance,amcl_health_scan_correction_distance_m,amcl_health_scan_correction_yaw_rad,amcl_health_applied_xy_correction_m,amcl_health_applied_yaw_correction_rad,amcl_health_scan_correction_x_m,amcl_health_scan_correction_y_m,amcl_health_applied_x_m,amcl_health_applied_y_m,amcl_health_source_stamp_s,amcl_particle_count,lidar_rate_hz,lidar_event_count,imu_rate_hz,imu_event_count,left_encoder_rate_hz,left_encoder_event_count,right_encoder_rate_hz,right_encoder_event_count,odom_rate_hz,odom_event_count,odom_diagnostics_rate_hz,odom_diagnostics_event_count,gt_odom_rate_hz,gt_odom_event_count,gt_ips_rate_hz,gt_ips_event_count,collision_rate_hz,collision_event_count,amcl_rate_hz,amcl_event_count,ekf_rate_hz,ekf_event_count,ekf_odom_rate_hz,ekf_odom_event_count,speed_command_rate_hz,speed_command_event_count,throttle_command_rate_hz,throttle_command_event_count,steering_command_rate_hz,steering_command_event_count,throttle_feedback_rate_hz,throttle_feedback_event_count,steering_feedback_rate_hz,steering_feedback_event_count,current_map_pose_rate_hz,current_map_pose_event_count,pp_diagnostics_rate_hz,pp_diagnostics_event_count,amcl_timing_rate_hz,amcl_timing_event_count,amcl_gpu_timing_rate_hz,amcl_gpu_timing_event_count,amcl_kld_diagnostics_rate_hz,amcl_kld_diagnostics_event_count,amcl_scan_alignment_rate_hz,amcl_scan_alignment_event_count,amcl_localization_health_rate_hz,amcl_localization_health_event_count,amcl_particle_count_rate_hz,amcl_particle_count_event_count,amcl_timing_ms,amcl_gpu_transfer_ms,amcl_gpu_pf_ms,amcl_gpu_callback_ms,amcl_pose_published,amcl_cluster_weight,amcl_cluster_second_weight,amcl_kld_pre_particles,amcl_kld_bins,amcl_kld_target,amcl_kld_particles,speed_command_mps,speed_command_accel_mps2,speed_command_steering_rad,speed_command_stamp_s
1789466149.323563,0.468341116,replay_00_t0.750_s0.000,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,0.0,0.0,-0.0095,0.0095,0.0,0.0,0.0,-1.5707407162970446,1789466149.315198,1789466149.315198,1789466149.315198,1789466149.315198,1789466149.315198,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1789466149.315198,0.0,5.0,1789466149.315198,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8021,3.1585,0.0592,-1.5707407162970446,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,0.0,0,0.8021,3.1585,0.0592,-1.5707407162970446,0.8021,3.1585,0.0592,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,1,nan,1,nan,1,nan,1,nan,1,nan,1,nan,1,nan,1,nan,1,nan,nan,nan,nan,nan,nan,nan,20,nan,37,nan,37,nan,1,nan,1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1789466149.304373
1789466149.4236298,0.568407781,replay_00_t0.750_s0.000,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.2662159766912461,5.307000000000001,5.3280304872349955,5.307,0.0004,0.1327,5.308658818383416,0.0,0.0,0.0,-1.5709577018385235,1789466149.4151978,1789466149.4151978,1789466149.4151978,1789466149.4151978,1789466149.4151978,15.5214,15.5214,319.6578290967699,319.6578290967699,0.02499985694885254,0.02499985694885254,18.859811916709422,18.59951191670942,37.19902383341884,0.0066662048094794455,-1.3848232254688881e-06,-0.00021698554147886462,9.157612899929667,8.806789092321473,17.782793846476842,0.0,1789466149.415198,0.2662159766912461,5.0,1789466149.415198,0.02499985694885254,0.2662159766912461,0.2662159766912461,0.0,5.307,0.0004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0066662048094794455,-1.3848232254688881e-06,-0.00021698554147886462,0.0,15.5214,15.5214,-0.00021698554147886462,18.859811916709422,1.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8021,3.152,0.0585,-1.5709577018385235,0.2603,0.0,0.0061,0.2603,5.3280304872349955,0.0,5.3280304872349955,5.3280304872349955,0.02499985694885254,0.0,0,0.8021,3.152,0.0585,-1.5709577018385235,0.8021,3.152,0.0585,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5,nan,5,nan,5,nan,5,nan,5,nan,5,nan,5,nan,5,nan,5,nan,nan,nan,nan,nan,nan,nan,20,nan,41,nan,41,nan,5,nan,5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1789466149.304373
1789466149.5452137,0.689991807,replay_00_t0.750_s0.000,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,0.9167319971084595,5.122848856039294,5.152127749749655,5.1228,0.0015,0.0624,5.1231802476586745,0.0,0.0,0.0,-1.570854032338027,1789466149.5401978,1789466149.5401978,1789466149.5401978,1789466149.5401978,1789466149.5401978,55.4786,55.4786,319.66792633636936,319.66792633636936,0.024999380111694336,0.024999380111694336,18.86040765384579,17.94720765384579,19.653096423396615,0.08084360566913038,-1.2364353890305785e-05,-0.00011331604098230305,18.8597984,17.8130795888,19.572859308377208,0.0,1789466149.540198,0.9167319971084595,5.0,1789466149.540198,0.024999618530273438,0.9167319971084595,0.9167319971084595,0.0,5.1228,0.0015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08084360566913038,-1.2364353890305785e-05,-0.00011331604098230305,0.0,55.4786,55.4786,-0.00011331604098230305,18.860227784237434,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8022,3.078,0.0569,-1.570854032338027,0.9132,0.0,0.0154,0.9132,5.152127749749655,0.0,5.152127749749655,5.152127749749655,0.024999380111694336,0.0,0,0.8022,3.078,0.0569,-1.570854032338027,0.8022,3.078,0.0569,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,9,nan,10,nan,10,nan,10,nan,10,nan,10,nan,10,nan,10,nan,9,nan,nan,nan,nan,nan,nan,nan,20,nan,46,nan,46,nan,10,nan,10,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1789466149.304373
1789466149.6637099,0.808487896,replay_00_t0.750_s0.000,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,1.4219171988487245,5.0009523073842015,5.0119330834739975,5.001,0.0019,0.0777,5.001603932739977,0.0,0.0,0.0,-1.5708213283789918,1789466149.6401985,1789466149.6401985,1789466149.6401985,1789466149.6401985,1789466149.6401985,87.4443,87.4443,319.6557321355345,319.6557321355345,0.025000333786010742,0.025000333786010742,18.859688195996533,17.439988195996534,12.284277097976005,0.1978947025880738,-2.3292846829650846e-05,-8.06120819472067e-05,18.859691055988097,17.81297820238076,12.26356490466401,0.0,1789466149.6401985,1.4219171988487245,5.0,1789466149.6401985,0.02500009536743164,1.4219171988487245,1.4219171988487245,0.0,5.001,0.0019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1978947025880738,-2.3292846829650846e-05,-8.06120819472067e-05,0.0,87.4443,87.4443,-8.06120819472067e-05,18.859868055312905,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8022,2.961,0.0562,-1.5708213283789918,1.4197,0.0,0.0184,1.4197,5.0119330834739975,0.0,5.0119330834739975,5.0119330834739975,0.025000333786010742,0.0,0,0.8022,2.961,0.0562,-1.5708213283789918,0.8022,2.961,0.0562,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,14,nan,14,nan,14,nan,14,nan,14,nan,14,nan,14,nan,14,nan,14,nan,nan,nan,nan,nan,nan,nan,20,nan,51,nan,51,nan,14,nan,14,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1789466149.304373
1789466149.763727,0.908505168,replay_00_t0.750_s0.000,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,1.9133568926095965,4.868946433714488,4.876027900855456,4.8689,-0.0017,0.0691,4.86939060971699,0.0,0.0,0.0,-1.5708045271767062,1789466149.7401981,1789466149.7401981,1789466149.7401981,1789466149.7401981,1789466149.7401981,119.4132,119.4132,319.7898298520846,319.65782909676983,0.02499985694885254,0.02499985694885254,18.863705938991206,16.951105938991205,8.862859949279098,0.364759919369485,-3.509407820651474e-05,-6.381087966156332e-05,18.861308800000003,17.814506161600004,8.857705518950713,0.0,1789466149.7401984,1.9133568926095965,5.0,1789466149.7401984,0.02500009536743164,1.9133568926095965,1.9133568926095965,0.0,4.8689,-0.0017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.364759919369485,-3.509407820651474e-05,-6.381087966156332e-05,0.0,119.4132,119.4132,-6.381087966156332e-05,18.8635260413588,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8023,2.7939,0.0558,-1.5708045271767062,1.9126,0.0,0.0201,1.9126,4.876027900855456,0.0,4.876027900855456,4.876027900855456,0.02499985694885254,0.0,0,0.8023,2.7939,0.0558,-1.5708045271767062,0.8023,2.7939,0.0558,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,18,nan,18,nan,18,nan,18,nan,18,nan,18,nan,18,nan,18,nan,18,nan,nan,nan,nan,nan,nan,nan,20,nan,55,nan,55,nan,18,nan,18,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1789466149.304373
1789466149.8637433,1.008521448,replay_00_t0.750_s0.000,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,2.3915763217449193,4.743099999999995,4.747936608207213,4.7431,-0.0024,0.0726,4.74365619854559,0.0,0.0,0.0,-1.5707976268464565,1789466149.8401983,1789466149.8401983,1789466149.8401983,1789466149.8401983,1789466149.8401983,151.379,151.379,319.6557321355345,319.6557321355345,0.025000333786010742,0.025000333786010742,18.859688195996533,16.467488195996534,6.883825849007832,0.5800973294573779,-4.801626428503224e-05,-5.691054941192597e-05,18.860577199999994,17.813815165399994,6.886253525975335,0.0,1789466149.8401983,2.3915763217449193,5.0,1789466149.8401983,0.025000333786010742,2.3915763217449193,2.3915763217449193,0.0,4.7431,-0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5800973294573779,-4.801626428503224e-05,-5.691054941192597e-05,0.0,151.379,151.379,-5.691054941192597e-05,18.859688195996533,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8023,2.5783,0.0555,-1.5707976268464565,2.3922,0.0,0.0214,2.3922,4.747936608207213,0.0,4.747936608207213,4.747936608207213,0.025000333786010742,0.0,0,0.8023,2.5783,0.0555,-1.5707976268464565,0.8023,2.5783,0.0555,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,22,nan,22,nan,22,nan,22,nan,22,nan,22,nan,22,nan,22,nan,22,nan,nan,nan,nan,nan,nan,nan,20,nan,59,nan,59,nan,22,nan,22,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1789466149.304373
1789466149.9638128,1.108590948,replay_00_t0.750_s0.000,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,2.8565122900724416,4.591456212210801,4.619982376165877,4.5915,0.0007,0.0085,4.59150792115183,0.0,0.0,0.0,-1.5707928266728821,1789466149.940198,1789466149.940198,1789466149.940198,1789466149.940198,1789466149.940198,183.3447,183.3447,319.6587805985238,319.6587805985238,0.02500009536743164,0.02500009536743164,18.8598680553129,16.000968055312903,5.596896727871874,0.8426132893574833,-6.229556337545487e-05,-5.211037583752187e-05,18.8597984,17.8130795888,5.602386576646485,0.0,1789466149.940198,2.8565122900724416,5.0,1789466149.940198,0.02499985694885254,2.8565122900724416,2.8565122900724416,0.0,4.5915,0.0007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8426132893574833,-6.229556337545487e-05,-5.211037583752187e-05,0.0,183.3447,183.3447,-5.211037583752187e-05,18.860047918059838,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8023,2.3154,0.0554,-1.5707928266728821,2.8589,0.0,0.0228,2.8589,4.619982376165877,0.0,4.619982376165877,4.619982376165877,0.02500009536743164,0.0,0,0.8023,2.3154,0.0554,-1.5707928266728821,0.8023,2.3154,0.0554,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,26,nan,26,nan,26,nan,26,nan,26,nan,26,nan,26,nan,26,nan,26,nan,nan,nan,nan,nan,nan,nan,20,nan,63,nan,63,nan,26,nan,26,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1789466149.304373
1789466150.0836747,1.228452916,replay_00_t0.750_s0.000,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,3.420675650620461,4.439855892988421,4.462557453656791,4.4399,0.0001,0.011,4.439913627538266,0.0,0.0,0.0,-1.5707906666098086,1789466150.065198,1789466150.065198,1789466150.065198,1789466150.065198,1789466150.065198,223.3051,223.3051,319.7541167073973,319.7541167073973,0.023999691009521484,0.023999691009521484,18.86549288573644,15.44099288573644,4.508977335592478,1.2351359114376401,-8.231114138779971e-05,-4.995031276400219e-05,18.86130880000001,17.81450616160001,4.5139132517807825,0.0,1789466150.065198,3.420675650620461,5.0,1789466150.065198,0.023999452590942383,3.420675650620461,3.420675650620461,0.0,4.4399,0.0001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2351359114376401,-8.231114138779971e-05,-4.995031276400219e-05,0.0,223.3051,223.3051,-4.995031276400219e-05,18.865680301844822,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8023,1.9222,0.0553,-1.5707906666098086,3.4245,0.0,0.025,3.4245,4.462557453656791,0.0,4.462557453656791,4.462557453656791,0.023999691009521484,0.0,0,0.8023,1.9222,0.0553,-1.5707906666098086,0.8023,1.9222,0.0553,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,31,nan,31,nan,31,nan,31,nan,31,nan,31,nan,31,nan,31,nan,31,nan,nan,nan,nan,nan,nan,nan,20,nan,68,nan,68,nan,31,nan,31,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1789466149.304373
1789466150.2036185,1.348396427,replay_00_t0.750_s0.000,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,3.9702745916128164,4.299037961605709,4.314822739876016,4.299,0.001,0.0315,4.299115519499331,0.0,0.0,0.0,-1.5707896465832674,1789466150.1911979,1789466150.1911979,1789466150.1911979,1789466150.1911979,1789466150.1911979,263.5829,263.5829,319.73392059057284,319.73392059057284,0.026999950408935547,0.026999950408935547,18.864301314843797,14.888801314843796,3.7451393069661165,1.70097668429492,-0.00010524103647163332,-4.893028622277028e-05,18.861683018146007,17.814859610638905,3.7507250652111592,0.0,1789466150.191198,3.9702745916128164,5.0,1789466150.191198,0.02700018882751465,3.9702745916128164,3.9702745916128164,0.0,4.299,0.001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.70097668429492,-0.00010524103647163332,-4.893028622277028e-05,0.0,263.5829,263.5829,-4.893028622277028e-05,18.86413473823413,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8023,1.4555,0.0552,-1.5707896465832674,3.9755,0.0,0.0275,3.9755,4.314822739876016,0.0,4.314822739876016,4.314822739876016,0.026999950408935547,0.0,0,0.8023,1.4555,0.0552,-1.5707896465832674,0.8023,1.4555,0.0552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,36,nan,36,nan,36,nan,36,nan,36,nan,36,nan,36,nan,36,nan,36,nan,nan,nan,nan,nan,nan,nan,20,nan,73,nan,73,nan,36,nan,36,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1789466149.304373
1789466150.3036313,1.44840933,replay_00_t0.750_s0.000,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,4.3930016012191775,4.180839871443972,4.196024009841966,4.1808,-0.0002,0.0236,4.180866613514476,0.0,0.0,0.0,-1.5707886665597275,1789466150.2911983,1789466150.2911983,1789466150.2911983,1789466150.2911983,1789466150.2911983,295.5486,295.5486,319.65782909676983,319.65782909676983,0.02499985694885254,0.02499985694885254,18.85981191670942,14.460311916709419,3.286808027437077,2.119238976918831,-0.00012534611417001928,-4.795026268289426e-05,18.85969105598811,17.812978202380773,3.293121826032122,0.0,1789466150.2911985,4.3930016012191775,5.0,1789466150.2911985,0.02500009536743164,4.3930016012191775,4.3930016012191775,0.0,4.1808,-0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.119238976918831,-0.00012534611417001928,-4.795026268289426e-05,0.0,295.5486,295.5486,-4.795026268289426e-05,18.859632056213158,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.8023,1.0365,0.0552,-1.5707886665597275,4.3995,0.0,0.0297,4.3995,4.196024009841966,0.0,4.196024009841966,4.196024009841966,0.02499985694885254,0.0,0,0.8023,1.0365,0.0552,-1.5707886665597275,0.8023,1.0365,0.0552,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,40,nan,40,nan,40,nan,40,nan,40,nan,40,nan,40,nan,40,nan,40,nan,nan,nan,nan,nan,nan,nan,20,nan,77,nan,77,nan,40,nan,40,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,1789466149.304373
