event_stream,candidate,e_y,e_psi,u,u_overspeed,target_speed_state,v,r,steering_command,steering_rate,target_speed_rate,steering_rate_change,target_speed_rate_change,terminal_multiplier,return_code,solves,accepted,degraded,rejected,reject_input,reject_solver,reject_residual,reject_regularization,reject_nonlinear,accepted_fraction,nonlinear_rejection_fraction,residual_rejection_fraction,min_predicted_clearance,residual_p95,solve_ms,iterations,first_action_delta,prediction,offline_screen_score,stderr
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,only_high_lateral,1500.0,10.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,5813,5609,217,204,0,0,15,0,189,0.9649062446241183,0.03251333218647858,0.002580423189403062,0.000895,"0.009994,0.009831","0.565270,4.214771,5.482889,6.561763","9.000000,99.000000,100.000000","0.462654,4.749663,0.316164,8.466558","30,0.025000",0.9480044727335283,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,mapped_bachelor_moderate,500.0,5.0,200.0,200.0,20.0,2.0,1.5,3.0,5.0,0.5,5.0,5.0,3.0,1,5813,5595,170,218,0,0,8,0,210,0.9624978496473422,0.03612592465164287,0.0013762257010149664,0.001012,"0.009934,0.009718","0.721472,4.361862,6.047788,8.189899","9.000000,67.000000,100.000000","0.258280,4.794242,0.416758,8.767278","30,0.025000",0.9440908308962671,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,only_high_heading,150.0,50.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,5813,5533,39,280,0,0,5,0,275,0.9518321004644762,0.04730775847238947,0.000860141063134354,-0.000110,"0.009663,0.009762","0.562766,1.070379,4.734518,6.929607","8.000000,14.000000,100.000000","0.151601,4.562876,0.284506,8.110325","30,0.025000",0.9277431859624978,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,only_bachelor_control_terms,150.0,10.0,50.0,150.0,20.0,5.0,1.5,2.0,5.0,0.5,5.0,5.0,3.0,1,5813,5530,129,283,0,0,8,0,275,0.9513160158265955,0.04730775847238947,0.0013762257010149664,-0.000334,"0.009796,0.009762","0.570791,2.696130,4.708420,6.398822","9.000000,41.000000,100.000000","0.153810,4.538310,0.284069,8.115496","30,0.025000",0.926650080165147,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,production,150.0,10.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,5813,5514,133,299,0,0,4,0,295,0.9485635644245656,0.05074832272492689,0.0006881128505074832,-0.000428,"0.009812,0.009750","0.555382,2.575676,4.598675,6.846782","9.000000,39.000000,100.000000","0.135871,3.224240,0.283664,8.115716","30,0.025000",0.9221613748494754,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,user_moderate_low_heading_speed,150.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,5813,5506,160,307,0,0,11,0,296,0.9471873387235507,0.05092035093755376,0.0018923103388955788,0.000420,"0.009936,0.009728","0.693930,3.671285,5.513120,7.586474","9.000000,56.000000,100.000000","0.135197,3.232777,0.418243,8.794445","30,0.025000",0.9212540856700498,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,only_high_velocity,150.0,10.0,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,5813,5506,128,307,0,0,8,0,299,0.9471873387235507,0.05143643557543437,0.0013762257010149664,0.000471,"0.009911,0.009716","0.599134,2.714244,4.861084,6.604313","9.000000,40.000000,100.000000","0.136726,3.223898,0.420082,8.794681","30,0.025000",0.9211250645105797,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,user_low_heading_high_speed,150.0,0.5,300.0,250.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,5813,5504,161,309,0,0,11,0,298,0.946843282298297,0.0512644073628075,0.0018923103388955788,0.000420,"0.009941,0.009668","0.811008,3.825303,5.800445,7.685822","10.000000,57.000000,100.000000","0.134310,3.233228,0.494934,8.897186","30,0.025000",0.9207380010321693,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,user_moderate_low_heading,100.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,5813,5493,146,320,0,0,11,0,309,0.9449509719594014,0.05315671770170308,0.0018923103388955788,-0.000319,"0.009916,0.009704","0.684552,3.294734,5.332824,7.035377","9.000000,44.000000,100.000000","0.116645,3.176641,0.423686,8.642834","30,0.025000",0.9172615355238258,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,moderate_user_profile,100.0,2.0,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,5813,5493,138,320,0,0,7,0,313,0.9449509719594014,0.053844830552210565,0.0012041974883880955,-0.000310,"0.009905,0.009710","0.613681,2.929485,4.879789,6.614504","9.000000,45.000000,100.000000","0.116174,3.174285,0.423310,8.996175","30,0.025000",0.917107507311199,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,user_balanced_high_speed,100.0,1.0,300.0,250.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,5813,5491,144,322,0,0,10,0,312,0.9446069155341476,0.05367280233958369,0.001720282126268708,-0.000317,"0.009928,0.009650","0.800127,3.552115,5.701501,8.555067","10.000000,46.000000,100.000000","0.115397,3.179834,0.497318,9.086180","30,0.025000",0.9167064438327885,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,very_low_heading,100.0,0.25,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,5813,5487,145,326,0,0,9,0,317,0.9439188026836401,0.05453294340271805,0.0015482539136418372,-0.000323,"0.009917,0.009709","0.650188,3.160135,5.113084,7.667553","9.000000,45.000000,100.000000","0.116688,3.173746,0.423733,8.996162","30,0.025000",0.9156192675038707,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,only_high_heading,150.0,50.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,682,643,6,39,0,0,3,0,36,0.9428152492668622,0.05278592375366569,0.004398826979472141,0.003054,"0.011056,0.009767","0.943805,4.767938,6.368645,8.326195","11.000000,100.000000,100.000000","0.302757,2.542645,0.953326,9.976879","30,0.025000",0.9153225806451614,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,mapped_bachelor_moderate,500.0,5.0,200.0,200.0,20.0,2.0,1.5,3.0,5.0,0.5,5.0,5.0,3.0,1,682,643,40,39,0,0,2,0,37,0.9428152492668622,0.054252199413489736,0.002932551319648094,0.003471,"0.022665,0.009970","0.964254,5.687730,6.929009,8.021681","13.000000,100.000000,100.000000","0.301018,3.295030,0.966970,7.303459","30,0.025000",0.9149560117302054,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,only_bachelor_control_terms,150.0,10.0,50.0,150.0,20.0,5.0,1.5,2.0,5.0,0.5,5.0,5.0,3.0,1,682,641,38,41,0,0,4,0,37,0.9398826979472141,0.054252199413489736,0.005865102639296188,0.003074,"0.016681,0.009876","0.954104,5.323962,6.349048,7.214387","11.000000,100.000000,100.000000","0.296806,2.662757,0.910571,9.977446","30,0.025000",0.9112903225806452,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,only_high_velocity,150.0,10.0,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,682,641,43,41,0,0,1,0,40,0.9398826979472141,0.05865102639296188,0.001466275659824047,0.003061,"0.018019,0.009935","0.953233,5.449605,6.458983,7.522431","13.000000,100.000000,100.000000","0.271484,2.609807,0.954760,6.948654","30,0.025000",0.9101906158357772,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/mpc_weights_u50_ey150_overspeed150_steer5_authority_20260920/events.csv,user_low_lateral_low_heading_speed,75.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,5813,5467,126,346,0,0,6,0,340,0.9404782384311027,0.05848959229313607,0.001032169275761225,-0.000427,"0.009910,0.009725","0.709980,3.264168,5.525523,8.686860","9.000000,43.000000,100.000000","0.108007,3.060994,0.423527,8.991754","30,0.025000",0.9101213999655943,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,moderate_user_profile,100.0,2.0,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,682,641,38,41,0,0,0,0,41,0.9398826979472141,0.060117302052785926,0.0,0.002993,"0.017364,0.009825","1.122998,5.474492,6.446841,7.654487","12.000000,100.000000,100.000000","0.265604,2.473389,1.016106,6.884894","30,0.025000",0.9098240469208212,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,user_balanced_high_speed,100.0,1.0,300.0,250.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,682,640,41,42,0,0,4,0,38,0.9384164222873901,0.05571847507331378,0.005865102639296188,0.002995,"0.016485,0.009845","1.147645,5.397399,6.284910,7.147795","13.000000,100.000000,100.000000","0.268220,2.477771,1.016179,6.708070","30,0.025000",0.9090909090909092,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,user_low_lateral_low_heading_speed,75.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,682,640,34,42,0,0,0,0,42,0.9384164222873901,0.06158357771260997,0.0,0.002955,"0.015203,0.009773","1.131956,5.498628,6.781714,7.640442","12.000000,100.000000,100.000000","0.281749,2.400183,0.974895,8.006629","30,0.025000",0.9076246334310851,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,user_low_heading_high_speed,150.0,0.5,300.0,250.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,682,639,45,43,0,0,3,0,40,0.9369501466275659,0.05865102639296188,0.004398826979472141,0.003063,"0.018087,0.009895","1.090268,5.415082,7.081081,7.686878","13.000000,100.000000,100.000000","0.274790,2.627574,1.003153,6.755701","30,0.025000",0.906524926686217,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,user_moderate_low_heading,100.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,682,639,39,43,0,0,2,0,41,0.9369501466275659,0.060117302052785926,0.002932551319648094,0.002995,"0.017396,0.009933","1.102320,5.444487,6.829623,7.656090","12.000000,100.000000,100.000000","0.268237,2.477796,1.020213,6.883527","30,0.025000",0.906158357771261,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,user_moderate_low_heading_speed,150.0,1.0,200.0,200.0,20.0,0.0,1.5,3.0,5.0,0.5,10.0,5.0,3.0,1,682,639,43,43,0,0,2,0,41,0.9369501466275659,0.060117302052785926,0.002932551319648094,0.003063,"0.018675,0.009909","0.957321,5.400936,6.748031,7.782716","13.000000,100.000000,100.000000","0.277262,2.626830,0.970668,6.935951","30,0.025000",0.906158357771261,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,production,150.0,10.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,682,638,36,44,0,0,6,0,38,0.9354838709677419,0.05571847507331378,0.008797653958944282,0.003061,"0.017394,0.009870","0.988669,5.131824,5.843237,7.713314","11.000000,100.000000,100.000000","0.273181,2.610029,0.967540,7.460691","30,0.025000",0.905425219941349,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,only_high_lateral,1500.0,10.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,682,638,54,44,0,0,5,0,39,0.9354838709677419,0.05718475073313783,0.007331378299120235,0.004007,"0.040465,0.020138","1.072865,6.880235,7.777114,8.669844","12.000000,100.000000,100.000000","0.628208,3.482469,1.031255,10.062494","30,0.025000",0.9050586510263929,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_u50_authority_20260920/model_id/mpc_balanced_u50_authority_20260920/events.csv,very_low_heading,100.0,0.25,200.0,200.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,682,638,41,44,0,0,4,0,40,0.9354838709677419,0.05865102639296188,0.005865102639296188,0.002995,"0.017396,0.009938","1.121416,5.491273,6.838188,7.916815","12.000000,100.000000,100.000000","0.268040,2.476157,1.018871,6.882034","30,0.025000",0.9046920821114369,
/workspace/src/sdu_apex_autodrive/artifacts/mpc_balanced_speed_u100_authority_20260920/model_id/mpc_balanced_speed_u100_authority_20260920/events.csv,only_high_lateral,1500.0,10.0,50.0,150.0,20.0,0.0,1.5,5.0,5.0,0.5,10.0,5.0,3.0,1,386,361,35,25,0,0,1,0,24,0.9352331606217616,0.06217616580310881,0.0025906735751295338,0.004300,"0.040958,0.016757","1.077905,6.500131,7.291783,8.024707","11.000000,100.000000,100.000000","0.632613,2.946309,1.968277,7.032991","30,0.025000",0.9034974093264249,
