event_index,source_stamp_ns,cycle_status,solver_iterations,primal_residual,dual_residual,max_residual,max_regularization,regularization_count,nonsmooth_jacobian_columns,nonlinear_failure_stage,nonlinear_failure_reason,r1_nonlinear_failure_stage,r1_nonlinear_failure_reason,r2_nonlinear_failure_stage,r2_nonlinear_failure_reason,reason,state_age_s,control_time_age_s,control_time_mode,command_changes_used,command_fallback,current_progress_m,map_x_m,map_y_m,map_yaw_rad,path_curvature_per_m,curvature_source,u_mps,v_mps,r_radps,e_y_m,e_psi_rad,target_speed_mps,steering_command_rad,previous_steering_rate_radps,previous_target_speed_rate_mps2,first_steering_rate_radps,first_target_speed_rate_mps2,published_steering_rad,published_target_speed_mps,abs_curvature_per_m,abs_steering_rad,abs_steering_rate_radps,abs_yaw_rate_radps,lateral_accel_proxy_mps2,nominal_vs_candidate_progress_error_max_m,nominal_vs_candidate_curvature_error_max_per_m,nominal_vs_candidate_left_bound_error_max_m,nominal_vs_candidate_right_bound_error_max_m,minimum_predicted_corridor_slack_m,lateral_accel_proxy_stage,rti_iterations_used,rti2_triggered,rti2_trigger_reason_mask,rti2_budget_skipped,r1_status,r2_status,r1_nonlinear_objective,r2_nonlinear_objective,r1_min_corridor_slack,r2_min_corridor_slack,r1_solver_iterations,r2_solver_iterations,r1_solve_us,r2_solve_us,total_rti_us,selected_candidate,rho_start,rho_final,rho_u_start,rho_u_final,rho_change_count,factorization_count,factorization_time_ns,operating_mode,operating_mode_source,steering_reversal
53,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
71,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
88,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
107,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
126,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
146,0,rejected,,,,,,,,,,,,,,MPC coherent control-time state unavailable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,unknown,unavailable,
385,1789729639134360832,accepted_optimal,57,0.00926923752,0.00215792656,0.00926923752,0,0,30,,,,,,,,0.001779225,0.001779225,ct2,0,False,21.806417,0.800600279,3.15757033,-1.56990931,-0.05166897753601122,first_horizon_reference,0.0461167805,0.0,0.028169509,0.165452391,-0.30030632,0.378408432,0.0542940423,-0.687837958,2.99861288,-0.333721757,3.0,0.0459509976,0.45340842,0.05166897753601122,0.0542940423,0.333721757,0.028169509,0.0012990870633457746,,,,,,,,,,,,,,,,,,,,,3317.807,,,,,,,,,powered_acceleration_command,candidate_action,False
407,1789729639160174080,accepted_optimal,56,0.00998544693,0.00233149529,0.00998544693,0,0,30,,,,,,,,0.002369964,0.002369964,ct2,0,False,21.8080469,0.800602133,3.15599616,-1.56932797,-0.05145196887205694,first_horizon_reference,0.0877702236,0.0,0.0409552716,0.164950967,-0.299755305,0.451963067,0.0541853048,-0.00443319837,2.99880242,0.00300381356,3.0,0.0542603992,0.526963055,0.05145196887205694,0.0541853048,0.00300381356,0.0409552716,0.00359465334593073,,,,,,,,,,,,,,,,,,,,,2773.784,,,,,,,,,powered_acceleration_command,candidate_action,False
429,1789729639184937728,accepted_optimal,56,0.00969266891,0.00227308273,0.00969266891,0,0,30,,,,,,,,0.001875785,0.001875785,ct2,0,False,21.8109008,0.800608418,3.15311851,-1.56789592,-0.05108794813953276,first_horizon_reference,0.157527909,0.0,0.0576945618,0.164076447,-0.298454314,0.531116307,0.0537316613,-0.0171931144,2.99991226,0.00904931687,3.0,0.0539578944,0.606116295,0.05108794813953276,0.0537316613,0.00904931687,0.0576945618,0.009088503681025276,,,,,,,,,,,,,,,,,,,,,3376.807,,,,,,,,,powered_acceleration_command,candidate_action,False
451,1789729639209767936,accepted_optimal,56,0.00977993011,0.00230813026,0.00977993011,0,0,30,,,,,,,,0.00201683,0.00201683,ct2,0,False,21.8155701,0.800625336,3.1484347,-1.56647302,-0.050582744031320466,first_horizon_reference,0.231684804,0.0,0.0553776957,0.162652627,-0.297259629,0.604017496,0.0540021397,0.0111341206,3.00094414,0.0438428484,3.0,0.0550982095,0.679017484,0.050582744031320466,0.0540021397,0.0438428484,0.0553776957,0.012830170574226142,,,,,,,,,,,,,,,,,,,,,2737.345,,,,,,,,,powered_acceleration_command,candidate_action,False
473,1789729639234453248,accepted_optimal,56,0.00952720642,0.0022547245,0.00952720642,0,0,30,,,,,,,,0.001913487,0.001913487,ct2,0,False,21.8215711,0.800658709,3.14198812,-1.564766,-0.04999216344017492,first_horizon_reference,0.30271101,0.0,0.0662183017,0.160741538,-0.293871075,0.678986669,0.059125673,0.205121934,3.00140953,0.127672657,3.0,0.0623174906,0.753986657,0.04999216344017492,0.059125673,0.127672657,0.0662183017,0.020045008988091716,,,,,,,,,,,,,,,,,,,,,2117.771,,,,,,,,,powered_acceleration_command,candidate_action,False
495,1789729639259980032,accepted_optimal,56,0.00949883461,0.00224804878,0.00949883461,0,0,30,,,,,,,,0.00208031,0.00208031,ct2,0,False,21.8295438,0.800714507,3.13387936,-1.56306437,-0.04929625020691036,first_horizon_reference,0.345563293,0.0,0.0776280761,0.158356652,-0.292522937,0.752695441,0.0602327213,0.0450440496,2.99909377,0.0736493915,3.0,0.0620739572,0.827695429,0.04929625020691036,0.0602327213,0.0736493915,0.0776280761,0.026825413606370595,,,,,,,,,,,,,,,,,,,,,3210.525,,,,,,,,,powered_acceleration_command,candidate_action,False
517,1789729639285268224,accepted_optimal,56,0.00940990448,0.00221633911,0.00940990448,0,0,30,,,,,,,,0.002090459,0.002090459,ct2,0,False,21.8391981,0.800802453,3.12395546,-1.56080478,-0.048375712614116204,first_horizon_reference,0.452828407,0.0,0.0894370303,0.15544042,-0.289662868,0.82969445,0.0609805584,0.0291311592,2.99941039,0.0833613276,3.0,0.0630645901,0.904694438,0.048375712614116204,0.0609805584,0.0833613276,0.0894370303,0.04049962795755973,,,,,,,,,,,,,,,,,,,,,2820.001,,,,,,,,,powered_acceleration_command,candidate_action,False
539,1789729639310347520,accepted_optimal,56,0.00934171677,0.00221300125,0.00934171677,0,0,30,,,,,,,,0.001863292,0.001863292,ct2,0,False,21.8508218,0.800939314,3.11180359,-1.55826369,-0.0473601383018025,first_horizon_reference,0.528517783,0.0,0.110479109,0.151979014,-0.286610514,0.905674875,0.0631984323,0.0875761807,3.00020456,0.120519802,3.0,0.0662114248,0.980674863,0.0473601383018025,0.0631984323,0.120519802,0.110479109,0.05839017375649535,,,,,,,,,,,,,,,,,,,,,2182.192,,,,,,,,,powered_acceleration_command,candidate_action,False
564,1789729639334921984,accepted_optimal,56,0.00937175751,0.00222301483,0.00937175751,0,0,30,,,,,,,,0.002073006,0.002073006,ct2,0,False,21.8641043,0.801133084,3.09804294,-1.55516787,-0.04622674158803525,first_horizon_reference,0.603632689,0.0,0.12514548,0.148039833,-0.282219917,0.980254114,0.0632289201,0.00122704345,3.0015955,0.0989493728,3.0,0.0657026544,1.0552541,0.04622674158803525,0.0632289201,0.0989493728,0.12514548,0.07554190260859572,,,,,,,,,,,,,,,,,,,,,2554.822,,,,,,,,,powered_acceleration_command,candidate_action,False
583,1789729639359864832,accepted_optimal,56,0.00926065445,0.00219130516,0.00926065445,0,0,30,,,,,,,,0.001667874,0.001667874,ct2,0,False,21.8787857,0.801396954,3.08267978,-1.55207714,-0.04505933827933705,first_horizon_reference,0.640489221,0.0,0.138727739,0.143828958,-0.279851824,1.05452585,0.0647574887,0.0616997294,2.99793291,0.147078812,3.0,0.068434462,1.1295259,0.04505933827933705,0.0647574887,0.147078812,0.138727739,0.08885362148320132,,,,,,,,,,,,,,,,,,,,,2373.321,,,,,,,,,powered_acceleration_command,candidate_action,False
605,1789729639385145344,accepted_optimal,56,0.00926756859,0.00218629837,0.00926756859,0,0,30,,,,,,,,0.001695617,0.001695617,ct2,0,False,21.8950925,0.801748556,3.06568259,-1.54814962,-0.04282208776161796,first_horizon_reference,0.715927243,0.0,0.158664078,0.139147043,-0.274799883,1.12817061,0.0657681897,0.0411900729,3.00131559,0.148772731,3.0,0.0694875047,1.20317066,0.04282208776161796,0.0657681897,0.148772731,0.158664078,0.11359193592567694,,,,,,,,,,,,,,,,,,,,,3194.044,,,,,,,,,powered_acceleration_command,candidate_action,False
627,1789729639409818368,accepted_optimal,56,0.00927042961,0.00220966339,0.00927042961,0,0,30,,,,,,,,0.002092723,0.002092723,ct2,0,False,21.9131534,0.802204809,3.04724915,-1.54395038,-0.040001105260497986,first_horizon_reference,0.791617453,0.0,0.171987846,0.134079829,-0.26951921,1.20415843,0.0669123083,0.0451688915,2.99993849,0.163582578,3.0,0.0710018724,1.27915847,0.040001105260497986,0.0669123083,0.163582578,0.171987846,0.13614858059747623,,,,,,,,,,,,,,,,,,,,,2259.176,,,,,,,,,powered_acceleration_command,candidate_action,False
649,1789729639435913472,accepted_optimal,55,0.00994682312,0.00235319138,0.00994682312,0,0,30,,,,,,,,0.001911192,0.001911192,ct2,0,False,21.9338284,0.802827385,3.025741,-1.53976639,-0.03676288886990429,first_horizon_reference,0.871035516,0.0,0.189269558,0.128405854,-0.264459014,1.27935219,0.0683013499,0.0554092005,2.99949718,0.181614906,3.0,0.0728417188,1.35435224,0.03676288886990429,0.0683013499,0.181614906,0.189269558,0.16486050711562192,,,,,,,,,,,,,,,,,,,,,2522.662,,,,,,,,,powered_acceleration_command,candidate_action,False
671,1789729639459906560,accepted_optimal,55,0.00988316536,0.00233316422,0.00988316536,0,0,30,,,,,,,,0.002839698,0.002839698,ct2,0,False,21.9559548,0.803565172,3.00384127,-1.53447307,-0.03338909549971381,first_horizon_reference,0.970904112,0.0,0.207128063,0.122472465,-0.258219689,1.3570087,0.0692536235,0.0367822573,2.9995389,0.18328537,3.0,0.0738357604,1.43200874,0.03338909549971381,0.0692536235,0.18328537,0.207128063,0.20110148807729505,,,,,,,,,,,,,,,,,,,,,2879.863,,,,,,,,,powered_acceleration_command,candidate_action,False
693,1789729639484737024,accepted_optimal,55,0.00982522964,0.00232315063,0.00982522964,0,0,30,,,,,,,,0.001817767,0.001817767,ct2,0,False,21.9786492,0.80452182,2.97938804,-1.52891644,-0.03235746493906104,first_horizon_reference,1.01539767,0.0,0.2245363,0.116533615,-0.252248049,1.43138802,0.0709599033,0.068701759,2.99481392,0.196740463,3.0,0.0758784115,1.50638807,0.03235746493906104,0.0709599033,0.196740463,0.2245363,0.227993635850421,,,,,,,,,,,,,,,,,,,,,2654.379,,,,,,,,,powered_acceleration_command,candidate_action,False
715,1789729639511341568,accepted_optimal,55,0.00999188423,0.00237321854,0.00999188423,0,0,30,,,,,,,,0.002007894,0.002007894,ct2,0,False,22.0058606,0.805771077,2.95151157,-1.52310806,-0.031610957441979795,first_horizon_reference,1.09523177,0.0,0.242402315,0.109591283,-0.244545728,1.50328648,0.0709930435,0.00138563663,3.00617361,0.171764731,3.0,0.0752871633,1.57828653,0.031610957441979795,0.0709930435,0.171764731,0.242402315,0.2654867165095476,,,,,,,,,,,,,,,,,,,,,2456.417,,,,,,,,,powered_acceleration_command,candidate_action,False
737,1789729639536614144,accepted_optimal,56,0.00931501389,0.00221467018,0.00931501389,0,0,30,,,,,,,,0.001930829,0.001930829,ct2,0,False,22.0340418,0.807245448,2.92263001,-1.5164754,-0.02986398135854253,first_horizon_reference,1.20544231,0.0,0.261350244,0.102656491,-0.237543806,1.55607343,0.0714061707,0.0154203065,1.97031522,0.177304029,3.0,0.0758387744,1.63107347,0.02986398135854253,0.0714061707,0.177304029,0.261350244,0.31504264184642367,,,,,,,,,,,,,,,,,,,,,2296.747,,,,,,,,,powered_acceleration_command,candidate_action,False
759,1789729639561282048,accepted_optimal,57,0.00934147835,0.0022213459,0.00934147835,0,0,30,,,,,,,,0.001832434,0.001832434,ct2,0,False,22.063564,0.809011526,2.8921596,-1.50932593,-0.02177725209159198,first_horizon_reference,1.27850413,0.0,0.28436783,0.0955987796,-0.228816375,1.56167519,0.0722077265,0.0318007059,0.222242847,0.159231335,3.0,0.0761885121,1.63667524,0.02177725209159198,0.0722077265,0.159231335,0.28436783,0.36356544509413785,,,,,,,,,,,,,,,,,,,,,2202.66,,,,,,,,,powered_acceleration_command,candidate_action,False
781,1789729639586146816,accepted_optimal,57,0.00921082497,0.00218296051,0.00921082497,0,0,30,,,,,,,,0.001702129,0.001702129,ct2,0,False,22.0953277,0.811135615,2.8596148,-1.50191838,-0.011930154418712488,first_horizon_reference,1.35147548,0.0,0.299036711,0.0883292705,-0.221213028,1.57290125,0.0713666156,-0.0342318639,0.456882536,0.128919393,3.0,0.0745896026,1.6479013,0.011930154418712488,0.0713666156,0.128919393,0.299036711,0.4041407825363463,,,,,,,,,,,,,,,,,,,,,2319.67,,,,,,,,,powered_acceleration_command,candidate_action,False
803,1789729639611716608,accepted_optimal,57,0.00944685936,0.00224304199,0.00944685936,0,0,30,,,,,,,,0.001982046,0.001982046,ct2,0,False,22.1304774,0.813716603,2.82417646,-1.4942702,-0.004774479469239622,first_horizon_reference,1.43219197,0.0,0.311556101,0.0805697218,-0.212668762,1.57850373,0.07069166,-0.0273338463,0.226885006,0.120539248,3.0,0.0737051442,1.65350378,0.004774479469239622,0.07069166,0.120539248,0.311556101,0.44620814605670894,,,,,,,,,,,,,,,,,,,,,2854.555,,,,,,,,,powered_acceleration_command,candidate_action,False
828,1789729639636491520,accepted_optimal,57,0.00930714607,0.00221800804,0.00930714607,0,0,30,,,,,,,,0.00182982,0.00182982,ct2,0,False,22.1653095,0.816591735,2.78852435,-1.48638255,-0.0014361861085914985,first_horizon_reference,1.45836008,0.0,0.322668135,0.0731990933,-0.20455879,1.58971226,0.0697941929,-0.0346985385,0.433352649,0.103581674,3.0,0.0723837316,1.66471231,0.0014361861085914985,0.0697941929,0.103581674,0.322668135,0.4705663271720508,,,,,,,,,,,,,,,,,,,,,2373.141,,,,,,,,,powered_acceleration_command,candidate_action,False
847,1789729639661069056,accepted_optimal,57,0.00928783417,0.00222301483,0.00928783417,0,0,30,,,,,,,,0.001654599,0.001654599,ct2,0,False,22.2007912,0.819803608,2.75231928,-1.47824666,-0.010341002402424405,first_horizon_reference,1.50148559,0.0,0.323731095,0.0660002902,-0.196305096,1.6009264,0.0683719516,-0.057721857,0.455127269,0.0856454149,3.0,0.0705130845,1.67592645,0.010341002402424405,0.0683719516,0.0856454149,0.323731095,0.4860775741774211,,,,,,,,,,,,,,,,,,,,,2733.298,,,,,,,,,powered_acceleration_command,candidate_action,True
869,1789729639686967552,accepted_optimal,57,0.00942277908,0.00224471092,0.00942277908,0,0,30,,,,,,,,0.002043811,0.002043811,ct2,0,False,22.2398005,0.823583086,2.71331344,-1.47015874,-0.06465488003857733,first_horizon_reference,1.52621865,0.0,0.324536473,0.0583910756,-0.187895432,1.61212242,0.0671579912,-0.0497580022,0.458904177,0.0786183774,3.0,0.0691234469,1.68712246,0.06465488003857733,0.0671579912,0.0786183774,0.324536473,0.4953136176978214,,,,,,,,,,,,,,,,,,,,,2181.18,,,,,,,,,powered_acceleration_command,candidate_action,False
891,1789729639711695872,accepted_optimal,57,0.00931501389,0.0022213459,0.00931501389,0,0,30,,,,,,,,0.001960726,0.001960726,ct2,0,False,22.2771834,0.827565258,2.67545711,-1.46182137,-0.11149844551215547,first_horizon_reference,1.55343509,0.0,0.323564827,0.0514662005,-0.179131985,1.6233567,0.0649554059,-0.0837930739,0.427386463,0.0607400499,3.0,0.0664739087,1.69835675,0.11149844551215547,0.0649554059,0.0607400499,0.323564827,0.5026369561515794,,,,,,,,,,,,,,,,,,,,,2075.391,,,,,,,,,powered_acceleration_command,candidate_action,True
913,1789729639736777728,accepted_optimal,57,0.00947570801,0.00225973129,0.00947570801,0,0,30,,,,,,,,0.002055494,0.002055494,ct2,0,False,22.3161004,0.832031058,2.63620095,-1.45322421,-0.10839654774127043,first_horizon_reference,1.59693933,0.0,0.318176389,0.0446514823,-0.167313814,1.62894773,0.0632208884,-0.0703810304,0.226865858,0.0521760844,3.0,0.0645252913,1.70394778,0.10839654774127043,0.0632208884,0.0521760844,0.318176389,0.5081083894714794,,,,,,,,,,,,,,,,,,,,,3491.092,,,,,,,,,powered_acceleration_command,candidate_action,True
935,1789729639761272064,accepted_optimal,57,0.00939536095,0.00223970413,0.00939536095,0,0,30,,,,,,,,0.0015904,0.0015904,ct2,0,False,22.3536598,0.836747245,2.59746903,-1.4460317,-0.10185769167898419,first_horizon_reference,1.58853781,0.0,0.316645324,0.0385363065,-0.15568386,1.64017522,0.0609108768,-0.0917355195,0.445867687,0.0381611809,3.0,0.0618649051,1.71517527,0.10185769167898419,0.0609108768,0.0381611809,0.316645324,0.5030030695337004,,,,,,,,,,,,,,,,,,,,,2327.905,,,,,,,,,powered_acceleration_command,candidate_action,False
957,1789729639786474240,accepted_optimal,57,0.00934004784,0.00222969055,0.00934004784,0,0,30,,,,,,,,0.001685358,0.001685358,ct2,0,False,22.3932568,0.84188517,2.55774553,-1.43830481,-0.09411088507721131,first_horizon_reference,1.59022975,0.0,0.308456808,0.0325699858,-0.143578067,1.65140295,0.0574167706,-0.145253718,0.466748565,0.0182642881,3.0,0.0578733794,1.726403,0.09411088507721131,0.0574167706,0.0182642881,0.308456808,0.49051719267163807,,,,,,,,,,,,,,,,,,,,,3230.452,,,,,,,,,powered_acceleration_command,candidate_action,False
979,1789729639812528896,accepted_optimal,57,0.00949907303,0.00225639343,0.00949907303,0,0,30,,,,,,,,0.001937181,0.001937181,ct2,0,False,22.434465,0.847498621,2.51678555,-1.43089034,-0.08558849266928326,first_horizon_reference,1.5839411,0.0,0.301660687,0.0268603787,-0.132177666,1.66261959,0.0553038381,-0.0835928991,0.443758368,0.0368424989,3.0,0.0562249012,1.73761964,0.08558849266928326,0.0553038381,0.0368424989,0.301660687,0.4778127603935357,,,,,,,,,,,,,,,,,,,,,3106.96,,,,,,,,,powered_acceleration_command,candidate_action,False
1001,1789729639836497920,accepted_optimal,57,0.00942492485,0.00223970413,0.00942492485,0,0,30,,,,,,,,0.002477166,0.002477166,ct2,0,False,22.4733328,0.852989661,2.47884796,-1.42322119,-0.08083160925981356,first_horizon_reference,1.61523163,0.0,0.291315734,0.0219364055,-0.120582469,1.67383623,0.0520534366,-0.123614021,0.426573157,0.0117901862,3.0,0.0523481928,1.74883628,0.08083160925981356,0.0520534366,0.0117901862,0.291315734,0.4705423878734664,,,,,,,,,,,,,,,,,,,,,2749.588,,,,,,,,,powered_acceleration_command,candidate_action,False
